Go.	Gå!
Can your mom drive a car?	Kan din mor køre bil?
Cats can see in the dark.	Katte kan se i mørke.
Christmas is a week away.	Der er en uge til jul.
Christmas is approaching.	Julen nærmer sig.
Christmas is coming soon.	Det er snart jul.
Come as soon as possible.	Kom så snart du kan.
Come in, the door's open.	Kom ind! Døren er åben.
Consider it an emergency.	Betragt det som en nødsituation.
Cookie was raised by Tom.	Cookie blev opfostret af Tom.
Could you lend me a hand?	Giv mig en hånd.
Curiosity killed the cat.	Nysgerrighed dræbte katten.
Darwin changed the world.	Darwin ændrede verden.
Did I hurt your feelings?	Sårede jeg dine følelser?
Did I hurt your feelings?	Har jeg såret dine følelser?
Did Tom offer to help us?	Har Tom tilbudt at hjælpe os?
Did Tom offer to help us?	Tilbød Tom at hjælpe os?
Did anyone else get hurt?	Er der andre der er blevet skadet?
Did she forget her money?	Glemte hun sine penge?
Did you do your homework?	Har du lavet dine lektier?
Did you eat your spinach?	Har du spist din spinat?
Did you eat your spinach?	Har I spist jeres spinat?
Did you get enough sleep?	Har du fået nok søvn?
Did you get enough sleep?	Fik du nok søvn?
Did you put on sunscreen?	Har du smurt dig ind i solcreme?
Did you sew this by hand?	Syede du det i hånden?
Do as I say, not as I do.	Gør som jeg siger, ikke som jeg gør.
Do we have any olive oil?	Har vi olivenolie?
Do you believe in ghosts?	Tror du på spøgelser?
Do you guys remember Tom?	Kan I huske Tom?
Do you have a dictionary?	Har du en ordbog?
Do you have a girlfriend?	Har du en veninde?
Do you have a girlfriend?	Har du en kæreste?
Do you have a motorcycle?	Har du en motorcykel?
Do you have a smartphone?	Har du en smarttelefon?
Do you have a smartphone?	Har du en smartphone?
Do you have another plan?	Har du en anden plan?
Do you have any children?	Har du børn?
Do you have small change?	Har du småpenge?
Do you know how to drive?	Kan du køre bil?
Do you know what love is?	Ved du hvad kærlighed er?
Do you like Chinese food?	Kan du lide kinesisk mad?
Do you like to play golf?	Kan du lide at spille golf?
Do you mind if I ask why?	Har du noget imod, at jeg spørger hvorfor?
Do you remember his name?	Kan du huske hans navn?
Do you still hate French?	Hader du stadigvæk fransk?
Do you want this T-shirt?	Vil du have denne T-shirt?
Does Tom ever wear a hat?	Går Tom nogensinde med hat?
Does Tom ever wear a tie?	Går Tom nogensinde med slips?
Does Tom have a ponytail?	Har Tom hestehale?
Doesn't that ring a bell?	Får det ikke en klokke til at ringe?
Dog is man's best friend.	Hunden er menneskets bedste ven.
Don't be late for school.	Kom ikke for sent i skole.
Don't be late for school.	Kom nu ikke for sent i skole.
Don't block the driveway.	Spær ikke indkørslen.
Don't forget your ticket.	Glem ikke din billet.
Don't forget your ticket.	Glem ikke din billet!
Don't leave the light on.	Lad ikke lyset være tændt.
Don't lose your patience.	Tab ikke tålmodigheden!
Don't open those windows.	Åbn ikke de der vinduer.
Don't open those windows.	Åbn ikke de vinduer.
Don't play games with me.	Driv ikke gæk med mig!
Don't scare me like that!	Skræm mig ikke sådan!
Don't stay away too long.	Bliv ikke for længe væk.
Don't tell Tom the truth.	Fortæl ikke Tom sandheden.
Don't think I didn't try.	Tro ikke jeg ikke har prøvet.
Don't throw in the towel.	Kast ikke håndklædet i ringen.
Don't try anything funny.	Du skal ikke prøve at lave numre.
Don't you have a bicycle?	Har du ikke en cykel?
Elephants are herbivores.	Elefanter er planteædere.
Everybody laughed at Tom.	Alle lo af Tom.
Everybody laughed at Tom.	Alle lo ad Tom.
Everybody makes mistakes.	Alle laver fejl.
Everyone got off the bus.	Alle steg af bussen.
Everyone likes ice cream.	Alle kan lide is.
Everything's been stolen.	Alt er blevet stjålet.
First come, first served.	Den der kommer først til mølle, får først malet.
Get up and dance with us.	Rejs dig og dans med os.
Get up and dance with us.	Rejs jer og dans med os.
Girls like to play house.	Piger kan lide at lege »far, mor og børn«.
Good morning, sweetheart.	Godmorgen skat!
Greece is an old country.	Grækenland er et gammelt land.
Have you been vaccinated?	Er du blevet vaccineret?
Have you heard about Tom?	Har du hørt om Tom?
Have you heard about Tom?	Har I hørt om Tom?
Have you heard about Tom?	Har De hørt om Tom?
Have you read Tom's book?	Har du læst Toms bog?
Have you tried screaming?	Forsøgte du at skrige?
He can't make a decision.	Han kan ikke tage en beslutning.
He died at the age of 70.	Han døde da han var 70 år.
He does not get up early.	Han står ikke tidligt op.
He doesn't have any pets.	Han har ingen kæledyr.
He found the door closed.	Han fandt døren lukket.
He had his wallet stolen.	Han fik sin tegnebog stjålet.
He has a good reputation.	Han har et godt ry.
He is a childhood friend.	Han er en barndomsven.
He is an intelligent boy.	Han er en klog dreng.
He is guilty of stealing.	Han er skyldig i tyveri.
He is known to everybody.	Ham kender alle.
He is playing over there.	Han leger derovre.
He is stronger than ever.	Han er stærkere end nogensinde.
He is young and immature.	Han er ung og umoden.
He just barely succeeded.	Han lykkedes kun lige akkurat.
He knows a lot of people.	Han kender mange mennesker.
He likes music very much.	Han holder meget af musik.
He lives next door to us.	Han bor ved siden af.
He lives next door to us.	Han bor dør om dør med os.
He lives next door to us.	Ham har vi som nabo.
He lost all of his money.	Han har mistet alle sine penge.
He lost his movie ticket.	Han har mistet sin biografbillet.
He lost his movie ticket.	Han mistede sin biografbillet.
He loves me for who I am.	Han elsker mig for den jeg er.
He painted the door blue.	Han malede døren blå.
He put his room in order.	Han har ryddet op på sit værelse.
He reached for the apple.	Han rakte ud efter æblet.
He seldom goes to church.	Han går sjældent i kirke.
He shooed the flies away.	Han kyste fluerne væk.
He speaks five languages.	Han taler fem sprog.
He speaks four languages.	Han taler fire sprog.
He spends too much money.	Han bruger for mange penge.
He walked in front of me.	Han gik foran mig.
He was killed in the war.	Han blev dræbt i krigen.
He was knee-deep in snow.	Han var i sne til knæene.
He was lying on his back.	Han lå på ryggen.
He wrote a book in China.	Han skrev en bog i Kina.
He wrote a book on China.	Han skrev en bog om Kina.
He's always dissatisfied.	Han er altid utilfreds.
He's an African American.	Han er afroamerikaner.
He's in his late fifties.	Han er sidst i halvtredserne.
Heat is a form of energy.	Varme er en form for energi.
Help me with my homework.	Hjælp mig med mine lektier.
Her family is very large.	Hendes familie er meget stor.
Here's something for you.	Her er noget til dig.
His family is very large.	Hans familie er meget stor.
His opinion is worthless.	Hans mening er værdiløs.
How did you learn French?	Hvordan lærte du fransk?
How high is the mountain?	Hvor højt er bjerget?
How is the weather today?	Hvordan er vejret i dag?
How long have you waited?	Hvor længe har du ventet?
How many of you know Tom?	Hvor mange af jer kender Tom?
How much are the oranges?	Hvad koster appelsinerne?
How much is this T-shirt?	Hvor meget koster denne T-shirt?
How often do you eat out?	Hvor tit spiser du ude?
How old are your parents?	Hvor gamle er dine forældre?
How well do you know Tom?	Hvor godt kender du Tom?
How's the job hunt going?	Hvordan går det med jobsøgningen?
I am close to the bridge.	Jeg er tæt ved broen.
I am pleased to meet you.	Det glæder mig at møde dig.
I am riding a motorcycle.	Jeg kører på motorcykel.
I am taking tomorrow off.	Jeg tager mig en fridag i morgen.
I am taking tomorrow off.	I morgen tager jeg mig en fridag.
I bought a new cellphone.	Jeg har købt en ny mobiltelefon.
I bought a new cellphone.	Jeg købte en ny mobiltelefon.
I bought a pair of boots.	Jeg har købt et par støvler.
I bought an electric car.	Jeg har købt en elbil.
I bought an electric car.	Jeg købte en elbil.
I came home empty handed.	Jeg kom tomhændet hjem.
I can barely pay my rent.	Jeg kan næsten ikke betale min husleje.
I can only speak English.	Jeg kan kun tale engelsk.
I can sing it in English.	Jeg kan synge det på engelsk.
I can't live without you.	Jeg kan ikke leve uden dig.
I can't stand it anymore.	Jeg kan ikke mere.
I can't stand loud music.	Jeg kan ikke holde høj musik ud.
I can't thank you enough.	Jeg kan ikke takke dig nok.
I can't use this machine.	Jeg kan ikke bruge denne maskine.
I chose the wrong answer.	Jeg valgte det forkerte svar.
I didn't drink that milk.	Jeg har ikke drukket den mælk.
I didn't know Tom smoked.	Jeg vidste ikke at Tom røg.
I didn't know you cooked.	Jeg vidste ikke du lavede mad.
I didn't like that movie.	Jeg kunne ikke lide den film.
I do sympathize with you.	Jeg sympatiserer med dig.
I do want to go with you.	Jeg vil gerne gå med dig.
I don't get enough sleep.	Jeg får ikke nok søvn.
I don't hate Tom anymore.	Jeg hader ikke Tom længere.
I don't have a boyfriend.	Jeg har ikke en kæreste.
I don't have any sisters.	Jeg har ikke søstre.
I don't know what to say.	Jeg ved ikke hvad jeg skal sige.
I don't like being alone.	Jeg kan ikke lide at være alene.
I don't like being alone.	Jeg bryder mig ikke om at være alene.
I don't like cold coffee.	Jeg kan ikke lide kold kaffe.
I don't like to be alone.	Jeg kan ikke lide at være alene.
I don't like to be alone.	Jeg bryder mig ikke om at være alene.
I don't like you anymore.	Jeg kan ikke lide dig længere.
I don't love her anymore.	Jeg elsker hende ikke længere.
I don't think you're fat.	Jeg synes ikke du er tyk.
I don't understand music.	Jeg forstår ikke musik.
I don't want a boyfriend.	Jeg vil ikke have en kæreste.
I don't want a boyfriend.	Jeg ønsker ikke en kæreste.
I don't want to help you.	Jeg vil ikke hjælpe dig.
I don't want to miss you.	Jeg ønsker ikke at miste dig.
I don't want you to lose.	Jeg ønsker ikke at du skal tabe.
I drink coffee with milk.	Jeg drikker kaffe med mælk.
I feel like playing, too.	Jeg har også lyst til at lege.
I feel like playing, too.	Jeg har også lyst til at spille.
I gave money to everyone.	Jeg gav penge til alle.
I go to church on Sunday.	Jeg går i kirke om søndagen.
I go to school every day.	Jeg går i skole hver dag.
I google everyone I meet.	Jeg googler alle jeg møder.
I googled how to do that.	Jeg har googlet hvordan det skal gøres.
I googled you last night.	Jeg googlede dig i aftes.
I got lost in the forest.	Jeg fór vild i skoven.
I got lost in the forest.	Jeg for vild i skoven.
I got up early yesterday.	I går stod jeg tidligt op.
I got up early yesterday.	Jeg stod tidligt op i går.
I grew up in the country.	Jeg voksede op på landet.
I had a cat named Cookie.	Jeg havde en kat som hed Cookie.
I had a dog named Cookie.	Jeg har haft en hund der hed Cookie.
I had to do it by myself.	Jeg måtte gøre det selv.
I have a book in my hand.	Jeg har en bog i min hånd.
I have a pain in my foot.	Jeg har ondt i min fod.
I have a pair of mittens.	Jeg har et par vanter.
I have a pair of mittens.	Jeg har et par luffer.
I have a slight headache.	Jeg har en let hovedpine.
I have never felt better.	Jeg har aldrig haft det bedre.
I have some French books.	Jeg har nogle franske bøger.
I have the ace of hearts.	Jeg har hjerter es.
I have to agree with Tom.	Jeg må sige mig enig med Tom.
I have to say I envy you.	Jeg må sige at jeg misunder dig.
I have to say I envy you.	Jeg må sige at jeg misunder jer.
I have to write a letter.	Jeg skal skrive et brev.
I have to write a letter.	Jeg er nødt til at skrive et brev.
I haven't got much money.	Jeg har ikke mange penge.
I haven't slept for days.	Jeg har ikke sovet i flere dage.
I hear voices in my head.	Jeg hører stemmer i mit hoved.
I hope it's not too late.	Jeg håber at det ikke er for sent.
I hope no one got killed.	Jeg håber at ingen er blevet dræbt.
I hope nobody got killed.	Jeg håber at ingen er blevet dræbt.
I hope that he will come.	Jeg håber at han vil komme.
I hope that you're right.	Jeg håber du har ret.
I hope we can avoid that.	Jeg håber at vi kan undgå det.
I hope you guys can come.	Jeg håber at I kan komme.
I hope you guys can come.	Jeg håber I kan komme.
I just want to say hello.	Jeg vil bare sige hej.
I kissed Tom on the lips.	Jeg kyssede Tom på læberne.
I knew it was a bad idea.	Jeg vidste det var en dårlig idé.
I know Tom is photogenic.	Jeg ved at Tom er fotogen.
I know a lot of painters.	Jeg kender mange malere.
I know a lot of painters.	Jeg kender en masse malere.
I know the perfect place.	Jeg kender det helt rigtige sted.
I like playing the piano.	Jeg kan lide at spille piano.
I like the way you smile.	Jeg kan lide måden du smiler på.
I like to play the piano.	Jeg kan lide at spille piano.
I like to play the piano.	Jeg kan godt lide at spille klaver.
I lost your phone number.	Jeg har mistet dit telefonnummer.
I made him open the door.	Jeg fik ham til at åbne døren.
I make 100 euros per day.	Jeg tjener hundrede euro om dagen.
I make 100 euros per day.	Jeg tjener 100 euro om dagen.
I need French for my job.	Jeg har brug for fransk i mit arbejde.
I need a good dictionary.	Jeg har brug for en god ordbog.
I never know what to say.	Jeg ved aldrig hvad jeg skal sige.
I often read comic books.	Jeg læser tit tegneserier.
I often read comic books.	Jeg læser ofte tegneserier.
I only have eyes for you.	Jeg har kun øje for dig!
I plan on skipping lunch.	Jeg regner med at skippe frokosten.
I prefer to travel alone.	Jeg foretrækker at rejse alene.
I promised to do my best.	Jeg lovede at gøre mit bedste.
I ran into an old friend.	Jeg stødte på en gammel ven.
I really miss my husband.	Jeg savner virkelig min mand.
I saw Tom hide something.	Jeg så Tom skjule noget.
I saw her clean the room.	Jeg så hende gøre værelset rent.
I sent some money to Tom.	Jeg sendte lidt penge til Tom.
I shot myself in the leg.	Jeg skød mig selv i benet.
I sometimes write to Tom.	Jeg skriver sommetider til Tom.
I sometimes write to Tom.	Jeg skriver somme tider til Tom.
I take it you googled me.	Jeg går ud fra at du har googlet mig.
I take it you googled me.	Jeg går ud fra at I har googlet mig.
I take my hat off to you!	Jeg tager hatten af for dig!
I think Tom can help you.	Jeg tror, Tom kan hjælpe dig.
I think Tom is very cool.	Jeg synes at Tom er meget sej.
I think Tom will like it.	Jeg tror Tom vil kunne lide det.
I think Tom will like it.	Jeg tror Tom vil kunne lide den.
I think it's a good idea.	Jeg synes det er en god idé.
I think you're all wrong.	Jeg tror du tager helt fejl.
